activity,climate_zone,moisture_regime,property,value,unit
composting-passive,tropical-montane,undefined,min,0.020,kg/kg
composting-passive,tropical,wet,min,0.020,kg/kg
composting-passive,tropical,moist,min,0.020,kg/kg
composting-passive,tropical,dry,min,0.020,kg/kg
pasture,temperate-cool,moist,min,0.004,kg/kg
pasture,temperate-cool,dry,min,0.004,kg/kg
pasture,boreal,moist,min,0.004,kg/kg
pasture,boreal,dry,min,0.004,kg/kg
pasture,temperate-warm,moist,min,0.004,kg/kg
pasture,temperate-warm,dry,min,0.004,kg/kg
pasture,tropical-montane,undefined,min,0.004,kg/kg
pasture,tropical,wet,min,0.004,kg/kg
pasture,tropical,moist,min,0.004,kg/kg
pasture,tropical,dry,min,0.004,kg/kg
poultry-litter,temperate-cool,moist,min,0.012,kg/kg
poultry-litter,temperate-cool,dry,min,0.012,kg/kg
poultry-litter,boreal,moist,min,0.012,kg/kg
poultry-litter,boreal,dry,min,0.012,kg/kg
poultry-litter,temperate-warm,moist,min,0.012,kg/kg
poultry-litter,temperate-warm,dry,min,0.012,kg/kg
poultry-litter,tropical-montane,undefined,min,0.012,kg/kg
poultry-litter,tropical,wet,min,0.012,kg/kg
poultry-litter,tropical,moist,min,0.012,kg/kg
poultry-litter,tropical,dry,min,0.012,kg/kg
poultry-nolitter,temperate-cool,moist,min,0.012,kg/kg
poultry-nolitter,temperate-cool,dry,min,0.012,kg/kg
poultry-nolitter,boreal,moist,min,0.012,kg/kg
poultry-nolitter,boreal,dry,min,0.012,kg/kg
poultry-nolitter,temperate-warm,moist,min,0.012,kg/kg
poultry-nolitter,temperate-warm,dry,min,0.012,kg/kg
poultry-nolitter,tropical-montane,undefined,min,0.012,kg/kg
poultry-nolitter,tropical,wet,min,0.012,kg/kg
poultry-nolitter,tropical,moist,min,0.012,kg/kg
poultry-nolitter,tropical,dry,min,0.012,kg/kg
aerobic-natural,temperate-cool,moist,min,0.000,kg/kg
aerobic-natural,temperate-cool,dry,min,0.000,kg/kg
aerobic-natural,boreal,moist,min,0.000,kg/kg
aerobic-natural,boreal,dry,min,0.000,kg/kg
aerobic-natural,temperate-warm,moist,min,0.000,kg/kg
aerobic-natural,temperate-warm,dry,min,0.000,kg/kg
aerobic-natural,tropical-montane,undefined,min,0.000,kg/kg
aerobic-natural,tropical,wet,min,0.000,kg/kg
aerobic-natural,tropical,moist,min,0.000,kg/kg
aerobic-natural,tropical,dry,min,0.000,kg/kg
aerobic-forced,temperate-cool,moist,min,0.000,kg/kg
aerobic-forced,temperate-cool,dry,min,0.000,kg/kg
aerobic-forced,boreal,moist,min,0.000,kg/kg
aerobic-forced,boreal,dry,min,0.000,kg/kg
aerobic-forced,temperate-warm,moist,min,0.000,kg/kg
aerobic-forced,temperate-warm,dry,min,0.000,kg/kg
aerobic-forced,tropical-montane,undefined,min,0.000,kg/kg
aerobic-forced,tropical,wet,min,0.000,kg/kg
aerobic-forced,tropical,moist,min,0.000,kg/kg
aerobic-forced,tropical,dry,min,0.000,kg/kg
burned,temperate-cool,moist,min,0.080,kg/kg
burned,temperate-cool,dry,min,0.080,kg/kg
burned,boreal,moist,min,0.080,kg/kg
burned,boreal,dry,min,0.080,kg/kg
burned,temperate-warm,moist,min,0.080,kg/kg
burned,temperate-warm,dry,min,0.080,kg/kg
burned,tropical-montane,undefined,min,0.080,kg/kg
burned,tropical,wet,min,0.080,kg/kg
burned,tropical,moist,min,0.080,kg/kg
burned,tropical,dry,min,0.080,kg/kg
digester-lowleak-highgastight-besttech,temperate-cool,moist,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,temperate-cool,dry,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,boreal,moist,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,boreal,dry,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,temperate-warm,moist,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,temperate-warm,dry,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,tropical-montane,undefined,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,tropical,wet,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,tropical,moist,min,0.008,kg/kg
digester-lowleak-highgastight-besttech,tropical,dry,min,0.008,kg/kg
digester-lowleak-lowgastight-hightech,temperate-cool,moist,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,temperate-cool,dry,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,boreal,moist,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,boreal,dry,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,temperate-warm,moist,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,temperate-warm,dry,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,tropical-montane,undefined,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,tropical,wet,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,tropical,moist,min,0.011,kg/kg
digester-lowleak-lowgastight-hightech,tropical,dry,min,0.011,kg/kg
digester-lowleak-openstorage-hightech,temperate-cool,moist,min,0.028,kg/kg
digester-lowleak-openstorage-hightech,temperate-cool,dry,min,0.028,kg/kg
digester-lowleak-openstorage-hightech,boreal,moist,min,0.028,kg/kg
digester-lowleak-openstorage-hightech,boreal,dry,min,0.028,kg/kg
digester-lowleak-openstorage-hightech,temperate-warm,moist,min,0.035,kg/kg
digester-lowleak-openstorage-hightech,temperate-warm,dry,min,0.035,kg/kg
digester-lowleak-openstorage-hightech,tropical-montane,undefined,min,0.037,kg/kg
digester-lowleak-openstorage-hightech,tropical,wet,min,0.037,kg/kg
digester-lowleak-openstorage-hightech,tropical,moist,min,0.037,kg/kg
digester-lowleak-openstorage-hightech,tropical,dry,min,0.037,kg/kg
digester-highleak-highgastight-lowtech,temperate-cool,moist,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,temperate-cool,dry,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,boreal,moist,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,boreal,dry,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,temperate-warm,moist,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,temperate-warm,dry,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,tropical-montane,undefined,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,tropical,wet,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,tropical,moist,min,0.077,kg/kg
digester-highleak-highgastight-lowtech,tropical,dry,min,0.077,kg/kg
digester-highleak-lowgastight-lowtech,temperate-cool,moist,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,temperate-cool,dry,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,boreal,moist,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,boreal,dry,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,temperate-warm,moist,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,temperate-warm,dry,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,tropical-montane,undefined,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,tropical,wet,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,tropical,moist,min,0.080,kg/kg
digester-highleak-lowgastight-lowtech,tropical,dry,min,0.080,kg/kg
digester-highleak-openstorage-lowtech,temperate-cool,moist,min,0.097,kg/kg
digester-highleak-openstorage-lowtech,temperate-cool,dry,min,0.097,kg/kg
digester-highleak-openstorage-lowtech,boreal,moist,min,0.097,kg/kg
digester-highleak-openstorage-lowtech,boreal,dry,min,0.097,kg/kg
digester-highleak-openstorage-lowtech,temperate-warm,moist,min,0.104,kg/kg
digester-highleak-openstorage-lowtech,temperate-warm,dry,min,0.104,kg/kg
digester-highleak-openstorage-lowtech,tropical-montane,undefined,min,0.105,kg/kg
digester-highleak-openstorage-lowtech,tropical,wet,min,0.105,kg/kg
digester-highleak-openstorage-lowtech,tropical,moist,min,0.105,kg/kg
digester-highleak-openstorage-lowtech,tropical,dry,min,0.105,kg/kg
lagoon,temperate-cool,moist,max,0.720,kg/kg
lagoon,temperate-cool,dry,max,0.804,kg/kg
lagoon,boreal,moist,max,0.600,kg/kg
lagoon,boreal,dry,max,0.588,kg/kg
lagoon,temperate-warm,moist,max,0.876,kg/kg
lagoon,temperate-warm,dry,max,0.912,kg/kg
lagoon,tropical-montane,undefined,max,0.912,kg/kg
lagoon,tropical,wet,max,0.960,kg/kg
lagoon,tropical,moist,max,0.960,kg/kg
lagoon,tropical,dry,max,0.960,kg/kg
liquid-slurry-naturalcover,temperate-cool,moist,max,0.180,kg/kg
liquid-slurry-naturalcover,temperate-cool,dry,max,0.228,kg/kg
liquid-slurry-naturalcover,boreal,moist,max,0.108,kg/kg
liquid-slurry-naturalcover,boreal,dry,max,0.108,kg/kg
liquid-slurry-naturalcover,temperate-warm,moist,max,0.348,kg/kg
liquid-slurry-naturalcover,temperate-warm,dry,max,0.384,kg/kg
liquid-slurry-naturalcover,tropical-montane,undefined,max,0.600,kg/kg
liquid-slurry-naturalcover,tropical,wet,max,0.804,kg/kg
liquid-slurry-naturalcover,tropical,moist,max,0.768,kg/kg
liquid-slurry-naturalcover,tropical,dry,max,0.816,kg/kg
liquid-slurry-nocover,temperate-cool,moist,max,0.180,kg/kg
liquid-slurry-nocover,temperate-cool,dry,max,0.228,kg/kg
liquid-slurry-nocover,boreal,moist,max,0.108,kg/kg
liquid-slurry-nocover,boreal,dry,max,0.108,kg/kg
liquid-slurry-nocover,temperate-warm,moist,max,0.348,kg/kg
liquid-slurry-nocover,temperate-warm,dry,max,0.384,kg/kg
liquid-slurry-nocover,tropical-montane,undefined,max,0.600,kg/kg
liquid-slurry-nocover,tropical,wet,max,0.804,kg/kg
liquid-slurry-nocover,tropical,moist,max,0.768,kg/kg
liquid-slurry-nocover,tropical,dry,max,0.816,kg/kg
liquid-slurry-cover,temperate-cool,moist,max,0.180,kg/kg
liquid-slurry-cover,temperate-cool,dry,max,0.228,kg/kg
liquid-slurry-cover,boreal,moist,max,0.108,kg/kg
liquid-slurry-cover,boreal,dry,max,0.108,kg/kg
liquid-slurry-cover,temperate-warm,moist,max,0.348,kg/kg
liquid-slurry-cover,temperate-warm,dry,max,0.384,kg/kg
liquid-slurry-cover,tropical-montane,undefined,max,0.600,kg/kg
liquid-slurry-cover,tropical,wet,max,0.804,kg/kg
liquid-slurry-cover,tropical,moist,max,0.768,kg/kg
liquid-slurry-cover,tropical,dry,max,0.816,kg/kg
pit-short,temperate-cool,moist,max,0.072,kg/kg
pit-short,temperate-cool,dry,max,0.096,kg/kg
pit-short,boreal,moist,max,0.048,kg/kg
pit-short,boreal,dry,max,0.048,kg/kg
pit-short,temperate-warm,moist,max,0.156,kg/kg
pit-short,temperate-warm,dry,max,0.180,kg/kg
pit-short,tropical-montane,undefined,max,0.300,kg/kg
pit-short,tropical,wet,max,0.456,kg/kg
pit-short,tropical,moist,max,0.432,kg/kg
pit-short,tropical,dry,max,0.504,kg/kg
pit-long,temperate-cool,moist,max,0.252,kg/kg
pit-long,temperate-cool,dry,max,0.312,kg/kg
pit-long,boreal,moist,max,0.168,kg/kg
pit-long,boreal,dry,max,0.168,kg/kg
pit-long,temperate-warm,moist,max,0.444,kg/kg
pit-long,temperate-warm,dry,max,0.492,kg/kg
pit-long,tropical-montane,undefined,max,0.708,kg/kg
pit-long,tropical,wet,max,0.912,kg/kg
pit-long,tropical,moist,max,0.876,kg/kg
pit-long,tropical,dry,max,0.888,kg/kg
bedding-long,temperate-cool,moist,max,0.252,kg/kg
bedding-long,temperate-cool,dry,max,0.312,kg/kg
bedding-long,boreal,moist,max,0.168,kg/kg
bedding-long,boreal,dry,max,0.168,kg/kg
bedding-long,temperate-warm,moist,max,0.444,kg/kg
bedding-long,temperate-warm,dry,max,0.492,kg/kg
bedding-long,tropical-montane,undefined,max,0.708,kg/kg
bedding-long,tropical,wet,max,0.912,kg/kg
bedding-long,tropical,moist,max,0.876,kg/kg
bedding-long,tropical,dry,max,0.888,kg/kg
bedding-short,temperate-cool,moist,max,0.033,kg/kg
bedding-short,temperate-cool,dry,max,0.033,kg/kg
bedding-short,boreal,moist,max,0.033,kg/kg
bedding-short,boreal,dry,max,0.033,kg/kg
bedding-short,temperate-warm,moist,max,0.078,kg/kg
bedding-short,temperate-warm,dry,max,0.078,kg/kg
bedding-short,tropical-montane,undefined,max,0.216,kg/kg
bedding-short,tropical,wet,max,0.216,kg/kg
bedding-short,tropical,moist,max,0.216,kg/kg
bedding-short,tropical,dry,max,0.216,kg/kg
solid-storage,temperate-cool,moist,max,0.024,kg/kg
solid-storage,temperate-cool,dry,max,0.024,kg/kg
solid-storage,boreal,moist,max,0.024,kg/kg
solid-storage,boreal,dry,max,0.024,kg/kg
solid-storage,temperate-warm,moist,max,0.048,kg/kg
solid-storage,temperate-warm,dry,max,0.048,kg/kg
solid-storage,tropical-montane,undefined,max,0.060,kg/kg
solid-storage,tropical,wet,max,0.060,kg/kg
solid-storage,tropical,moist,max,0.060,kg/kg
solid-storage,tropical,dry,max,0.060,kg/kg
solid-storage-covered,temperate-cool,moist,max,0.024,kg/kg
solid-storage-covered,temperate-cool,dry,max,0.024,kg/kg
solid-storage-covered,boreal,moist,max,0.024,kg/kg
solid-storage-covered,boreal,dry,max,0.024,kg/kg
solid-storage-covered,temperate-warm,moist,max,0.048,kg/kg
solid-storage-covered,temperate-warm,dry,max,0.048,kg/kg
solid-storage-covered,tropical-montane,undefined,max,0.060,kg/kg
solid-storage-covered,tropical,wet,max,0.060,kg/kg
solid-storage-covered,tropical,moist,max,0.060,kg/kg
solid-storage-covered,tropical,dry,max,0.060,kg/kg
solid-storage-bulking,temperate-cool,moist,max,0.006,kg/kg
solid-storage-bulking,temperate-cool,dry,max,0.006,kg/kg
solid-storage-bulking,boreal,moist,max,0.006,kg/kg
solid-storage-bulking,boreal,dry,max,0.006,kg/kg
solid-storage-bulking,temperate-warm,moist,max,0.012,kg/kg
solid-storage-bulking,temperate-warm,dry,max,0.012,kg/kg
solid-storage-bulking,tropical-montane,undefined,max,0.018,kg/kg
solid-storage-bulking,tropical,wet,max,0.018,kg/kg
solid-storage-bulking,tropical,moist,max,0.018,kg/kg
solid-storage-bulking,tropical,dry,max,0.018,kg/kg
solid-storage-additive,temperate-cool,moist,max,0.012,kg/kg
solid-storage-additive,temperate-cool,dry,max,0.012,kg/kg
solid-storage-additive,boreal,moist,max,0.012,kg/kg
solid-storage-additive,boreal,dry,max,0.012,kg/kg
solid-storage-additive,temperate-warm,moist,max,0.024,kg/kg
solid-storage-additive,temperate-warm,dry,max,0.024,kg/kg
solid-storage-additive,tropical-montane,undefined,max,0.030,kg/kg
solid-storage-additive,tropical,wet,max,0.030,kg/kg
solid-storage-additive,tropical,moist,max,0.030,kg/kg
solid-storage-additive,tropical,dry,max,0.030,kg/kg
drylot,temperate-cool,moist,max,0.012,kg/kg
drylot,temperate-cool,dry,max,0.012,kg/kg
drylot,boreal,moist,max,0.012,kg/kg
drylot,boreal,dry,max,0.012,kg/kg
drylot,temperate-warm,moist,max,0.018,kg/kg
drylot,temperate-warm,dry,max,0.018,kg/kg
drylot,tropical-montane,undefined,max,0.024,kg/kg
drylot,tropical,wet,max,0.024,kg/kg
drylot,tropical,moist,max,0.024,kg/kg
drylot,tropical,dry,max,0.024,kg/kg
daily-spread,temperate-cool,moist,max,0.001,kg/kg
daily-spread,temperate-cool,dry,max,0.001,kg/kg
daily-spread,boreal,moist,max,0.001,kg/kg
daily-spread,boreal,dry,max,0.001,kg/kg
daily-spread,temperate-warm,moist,max,0.006,kg/kg
daily-spread,temperate-warm,dry,max,0.006,kg/kg
daily-spread,tropical-montane,undefined,max,0.012,kg/kg
daily-spread,tropical,wet,max,0.012,kg/kg
daily-spread,tropical,moist,max,0.012,kg/kg
daily-spread,tropical,dry,max,0.012,kg/kg
composting-vessel,temperate-cool,moist,max,0.006,kg/kg
composting-vessel,temperate-cool,dry,max,0.006,kg/kg
composting-vessel,boreal,moist,max,0.006,kg/kg
composting-vessel,boreal,dry,max,0.006,kg/kg
composting-vessel,temperate-warm,moist,max,0.006,kg/kg
composting-vessel,temperate-warm,dry,max,0.006,kg/kg
composting-vessel,tropical-montane,undefined,max,0.006,kg/kg
composting-vessel,tropical,wet,max,0.006,kg/kg
composting-vessel,tropical,moist,max,0.006,kg/kg
composting-vessel,tropical,dry,max,0.006,kg/kg
composting-pile,temperate-cool,moist,max,0.012,kg/kg
composting-pile,temperate-cool,dry,max,0.012,kg/kg
composting-pile,boreal,moist,max,0.012,kg/kg
composting-pile,boreal,dry,max,0.012,kg/kg
composting-pile,temperate-warm,moist,max,0.024,kg/kg
composting-pile,temperate-warm,dry,max,0.024,kg/kg
composting-pile,tropical-montane,undefined,max,0.030,kg/kg
composting-pile,tropical,wet,max,0.030,kg/kg
composting-pile,tropical,moist,max,0.030,kg/kg
composting-pile,tropical,dry,max,0.030,kg/kg
composting-intensive,temperate-cool,moist,max,0.006,kg/kg
composting-intensive,temperate-cool,dry,max,0.006,kg/kg
composting-intensive,boreal,moist,max,0.006,kg/kg
composting-intensive,boreal,dry,max,0.006,kg/kg
composting-intensive,temperate-warm,moist,max,0.012,kg/kg
composting-intensive,temperate-warm,dry,max,0.012,kg/kg
composting-intensive,tropical-montane,undefined,max,0.018,kg/kg
composting-intensive,tropical,wet,max,0.018,kg/kg
composting-intensive,tropical,moist,max,0.018,kg/kg
composting-intensive,tropical,dry,max,0.018,kg/kg
composting-passive,temperate-cool,moist,max,0.012,kg/kg
composting-passive,temperate-cool,dry,max,0.012,kg/kg
composting-passive,boreal,moist,max,0.012,kg/kg
composting-passive,boreal,dry,max,0.012,kg/kg
composting-passive,temperate-warm,moist,max,0.024,kg/kg
composting-passive,temperate-warm,dry,max,0.024,kg/kg
composting-passive,tropical-montane,undefined,max,0.030,kg/kg
composting-passive,tropical,wet,max,0.030,kg/kg
composting-passive,tropical,moist,max,0.030,kg/kg
composting-passive,tropical,dry,max,0.030,kg/kg
pasture,temperate-cool,moist,max,0.006,kg/kg
pasture,temperate-cool,dry,max,0.006,kg/kg
pasture,boreal,moist,max,0.006,kg/kg
pasture,boreal,dry,max,0.006,kg/kg
pasture,temperate-warm,moist,max,0.006,kg/kg
pasture,temperate-warm,dry,max,0.006,kg/kg
pasture,tropical-montane,undefined,max,0.006,kg/kg
pasture,tropical,wet,max,0.006,kg/kg
pasture,tropical,moist,max,0.006,kg/kg
pasture,tropical,dry,max,0.006,kg/kg
poultry-litter,temperate-cool,moist,max,0.018,kg/kg
poultry-litter,temperate-cool,dry,max,0.018,kg/kg
poultry-litter,boreal,moist,max,0.018,kg/kg
poultry-litter,boreal,dry,max,0.018,kg/kg
poultry-litter,temperate-warm,moist,max,0.018,kg/kg
poultry-litter,temperate-warm,dry,max,0.018,kg/kg
poultry-litter,tropical-montane,undefined,max,0.018,kg/kg
poultry-litter,tropical,wet,max,0.018,kg/kg
poultry-litter,tropical,moist,max,0.018,kg/kg
poultry-litter,tropical,dry,max,0.018,kg/kg
poultry-nolitter,temperate-cool,moist,max,0.018,kg/kg
poultry-nolitter,temperate-cool,dry,max,0.018,kg/kg
poultry-nolitter,boreal,moist,max,0.018,kg/kg
poultry-nolitter,boreal,dry,max,0.018,kg/kg
poultry-nolitter,temperate-warm,moist,max,0.018,kg/kg
poultry-nolitter,temperate-warm,dry,max,0.018,kg/kg
poultry-nolitter,tropical-montane,undefined,max,0.018,kg/kg
poultry-nolitter,tropical,wet,max,0.018,kg/kg
poultry-nolitter,tropical,moist,max,0.018,kg/kg
poultry-nolitter,tropical,dry,max,0.018,kg/kg
aerobic-natural,temperate-cool,moist,max,0.000,kg/kg
aerobic-natural,temperate-cool,dry,max,0.000,kg/kg
aerobic-natural,boreal,moist,max,0.000,kg/kg
aerobic-natural,boreal,dry,max,0.000,kg/kg
aerobic-natural,temperate-warm,moist,max,0.000,kg/kg
aerobic-natural,temperate-warm,dry,max,0.000,kg/kg
aerobic-natural,tropical-montane,undefined,max,0.000,kg/kg
aerobic-natural,tropical,wet,max,0.000,kg/kg
aerobic-natural,tropical,moist,max,0.000,kg/kg
aerobic-natural,tropical,dry,max,0.000,kg/kg
aerobic-forced,temperate-cool,moist,max,0.000,kg/kg
aerobic-forced,temperate-cool,dry,max,0.000,kg/kg
aerobic-forced,boreal,moist,max,0.000,kg/kg
aerobic-forced,boreal,dry,max,0.000,kg/kg
aerobic-forced,temperate-warm,moist,max,0.000,kg/kg
aerobic-forced,temperate-warm,dry,max,0.000,kg/kg
aerobic-forced,tropical-montane,undefined,max,0.000,kg/kg
aerobic-forced,tropical,wet,max,0.000,kg/kg
aerobic-forced,tropical,moist,max,0.000,kg/kg
aerobic-forced,tropical,dry,max,0.000,kg/kg
burned,temperate-cool,moist,max,0.120,kg/kg
burned,temperate-cool,dry,max,0.120,kg/kg
burned,boreal,moist,max,0.120,kg/kg
burned,boreal,dry,max,0.120,kg/kg
burned,temperate-warm,moist,max,0.120,kg/kg
burned,temperate-warm,dry,max,0.120,kg/kg
burned,tropical-montane,undefined,max,0.120,kg/kg
burned,tropical,wet,max,0.120,kg/kg
burned,tropical,moist,max,0.120,kg/kg
burned,tropical,dry,max,0.120,kg/kg
digester-lowleak-highgastight-besttech,temperate-cool,moist,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,temperate-cool,dry,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,boreal,moist,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,boreal,dry,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,temperate-warm,moist,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,temperate-warm,dry,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,tropical-montane,undefined,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,tropical,wet,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,tropical,moist,max,0.012,kg/kg
digester-lowleak-highgastight-besttech,tropical,dry,max,0.012,kg/kg
digester-lowleak-lowgastight-hightech,temperate-cool,moist,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,temperate-cool,dry,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,boreal,moist,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,boreal,dry,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,temperate-warm,moist,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,temperate-warm,dry,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,tropical-montane,undefined,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,tropical,wet,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,tropical,moist,max,0.017,kg/kg
digester-lowleak-lowgastight-hightech,tropical,dry,max,0.017,kg/kg
digester-lowleak-openstorage-hightech,temperate-cool,moist,max,0.043,kg/kg
digester-lowleak-openstorage-hightech,temperate-cool,dry,max,0.043,kg/kg
digester-lowleak-openstorage-hightech,boreal,moist,max,0.043,kg/kg
digester-lowleak-openstorage-hightech,boreal,dry,max,0.043,kg/kg
digester-lowleak-openstorage-hightech,temperate-warm,moist,max,0.053,kg/kg
digester-lowleak-openstorage-hightech,temperate-warm,dry,max,0.053,kg/kg
digester-lowleak-openstorage-hightech,tropical-montane,undefined,max,0.055,kg/kg
digester-lowleak-openstorage-hightech,tropical,wet,max,0.055,kg/kg
digester-lowleak-openstorage-hightech,tropical,moist,max,0.055,kg/kg
digester-lowleak-openstorage-hightech,tropical,dry,max,0.055,kg/kg
digester-highleak-highgastight-lowtech,temperate-cool,moist,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,temperate-cool,dry,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,boreal,moist,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,boreal,dry,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,temperate-warm,moist,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,temperate-warm,dry,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,tropical-montane,undefined,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,tropical,wet,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,tropical,moist,max,0.115,kg/kg
digester-highleak-highgastight-lowtech,tropical,dry,max,0.115,kg/kg
digester-highleak-lowgastight-lowtech,temperate-cool,moist,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,temperate-cool,dry,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,boreal,moist,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,boreal,dry,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,temperate-warm,moist,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,temperate-warm,dry,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,tropical-montane,undefined,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,tropical,wet,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,tropical,moist,max,0.120,kg/kg
digester-highleak-lowgastight-lowtech,tropical,dry,max,0.120,kg/kg
digester-highleak-openstorage-lowtech,temperate-cool,moist,max,0.146,kg/kg
digester-highleak-openstorage-lowtech,temperate-cool,dry,max,0.146,kg/kg
digester-highleak-openstorage-lowtech,boreal,moist,max,0.146,kg/kg
digester-highleak-openstorage-lowtech,boreal,dry,max,0.146,kg/kg
digester-highleak-openstorage-lowtech,temperate-warm,moist,max,0.156,kg/kg
digester-highleak-openstorage-lowtech,temperate-warm,dry,max,0.156,kg/kg
digester-highleak-openstorage-lowtech,tropical-montane,undefined,max,0.158,kg/kg
digester-highleak-openstorage-lowtech,tropical,wet,max,0.158,kg/kg
digester-highleak-openstorage-lowtech,tropical,moist,max,0.158,kg/kg
digester-highleak-openstorage-lowtech,tropical,dry,max,0.158,kg/kg
lagoon,temperate-cool,moist,abs_min,0.0,kg/kg
lagoon,temperate-cool,dry,abs_min,0.0,kg/kg
lagoon,boreal,moist,abs_min,0.0,kg/kg
lagoon,boreal,dry,abs_min,0.0,kg/kg
lagoon,temperate-warm,moist,abs_min,0.0,kg/kg
lagoon,temperate-warm,dry,abs_min,0.0,kg/kg
lagoon,tropical-montane,undefined,abs_min,0.0,kg/kg
lagoon,tropical,wet,abs_min,0.0,kg/kg
lagoon,tropical,moist,abs_min,0.0,kg/kg
lagoon,tropical,dry,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,temperate-cool,moist,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,temperate-cool,dry,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,boreal,moist,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,boreal,dry,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,temperate-warm,moist,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,temperate-warm,dry,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,tropical-montane,undefined,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,tropical,wet,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,tropical,moist,abs_min,0.0,kg/kg
liquid-slurry-naturalcover,tropical,dry,abs_min,0.0,kg/kg
liquid-slurry-nocover,temperate-cool,moist,abs_min,0.0,kg/kg
liquid-slurry-nocover,temperate-cool,dry,abs_min,0.0,kg/kg
liquid-slurry-nocover,boreal,moist,abs_min,0.0,kg/kg
liquid-slurry-nocover,boreal,dry,abs_min,0.0,kg/kg
liquid-slurry-nocover,temperate-warm,moist,abs_min,0.0,kg/kg
liquid-slurry-nocover,temperate-warm,dry,abs_min,0.0,kg/kg
liquid-slurry-nocover,tropical-montane,undefined,abs_min,0.0,kg/kg
liquid-slurry-nocover,tropical,wet,abs_min,0.0,kg/kg
liquid-slurry-nocover,tropical,moist,abs_min,0.0,kg/kg
liquid-slurry-nocover,tropical,dry,abs_min,0.0,kg/kg
